0.000000000000000000e+00 3.960823766262271985e-03 2.302038315382910066e-02 -2.933128042208178049e-02 2.344531222100419698e-02 4.430045254287242815e-04 -4.226094760684988641e-04 1.087482881859791646e-03 1.930657117676592115e-04 -1.212292899894263260e-04
1.000000000000000056e-01 -1.158003156304466263e-01 3.454557364956005461e-02 -1.603917729940999154e-02 -1.045048646104743476e-02 7.471806763337638865e-03 -1.483856461966264785e-02 -5.090309888763759096e-03 -9.437868064025129247e-03 -9.554170586815517036e-03
2.000000000000000111e-01 -6.867091326778645977e-02 -9.350413039747253185e-02 -3.437542441076647803e-02 -5.861718485337140405e-02 -1.264247626471693212e-02 -1.556144405659408772e-02 -1.370514968216800765e-02 -1.424434587571896289e-02 -1.659802589163556635e-02
3.000000000000000444e-01 2.068958783340861529e-01 5.718913561868856077e-03 2.106160249458129130e-02 -1.405857871073076804e-02 -1.548225405825490869e-02 -1.802036295605370653e-02 -2.074862019828310408e-02 -2.328240840064790124e-02 -1.830509549009146086e-02
4.000000000000000222e-01 -1.056619922051528493e-01 -7.382768870308423215e-02 -5.280326999375495323e-02 -3.083047035056436097e-02 -5.110235997424068116e-03 -1.284032615225984969e-02 -2.574750302769751586e-02 -2.305200262151241991e-02 -2.255035301450163468e-02
5.000000000000000000e-01 5.843500114910948895e-02 -8.463280182501756177e-02 -4.994586626166551413e-02 -4.972553888408903777e-02 -7.607128590894626091e-03 -2.223147664876635315e-02 -2.163978608084903693e-02 -1.848647376753876845e-02 -1.974140718921285273e-02
6.000000000000000888e-01 -5.185766473841936508e-02 -1.550518968813814624e-02 -1.170701000806581571e-02 -2.653963131183309163e-02 3.849018199496217346e-03 -2.803089533951242524e-02 -1.112424554844212120e-02 -1.586781253472514808e-02 -1.767876882235875149e-02
7.000000000000000666e-01 -1.815681102790544510e-01 1.674429555322627314e-02 2.054417996071425390e-02 6.229782010785389623e-03 -2.254437946244901986e-02 -6.067445088392390933e-03 -1.109894227851051553e-02 -1.143253419417270336e-02 -1.066972207650821250e-02
8.000000000000000444e-01 -4.771591781587737613e-02 5.710195430693319057e-02 -1.544126563150496380e-02 5.465691635551848948e-03 -1.542201635077499432e-02 -7.218848168719835777e-04 -8.566632590919366630e-03 -2.490522471203465357e-03 -3.446147488378041666e-03
9.000000000000000222e-01 6.727462861958477536e-02 3.318414872476277422e-02 -3.735020330519086412e-02 -2.138686901813920127e-02 3.366455101622033673e-03 1.309339869766471161e-03 6.598675377494089833e-03 3.533141213355496524e-03 5.850012069555958136e-03
1.000000000000000000e+00 -8.905192050326347919e-02 -5.974272352227034955e-04 -6.084004051482252984e-02 2.233488144582797610e-02 1.742520315321593669e-02 1.286948906656338286e-02 1.243644538915103515e-02 1.487448225902552983e-02 1.805348906486421365e-02
1.100000000000000089e+00 1.214813245807706416e-01 2.635038618515641792e-02 7.824206320425672323e-03 4.690933467422551961e-02 2.999450892851450445e-02 3.143522962372843899e-02 2.812814952959452955e-02 2.979552105527139005e-02 2.712744396335071972e-02
1.200000000000000178e+00 6.080993557434288821e-02 6.393221098893983600e-02 2.493443813668443088e-03 5.143231680993727573e-02 4.115597031357288993e-02 4.188731446123448304e-02 3.886004682917710423e-02 4.312708242388171159e-02 4.096479966373441084e-02
1.300000000000000044e+00 2.690807304449718135e-02 2.647243804515731283e-02 5.365340575774110721e-02 2.888563990225823455e-02 6.174402345503109818e-02 5.587165415081162684e-02 5.670957945421074842e-02 5.495849024042302050e-02 5.556036740500887305e-02
1.400000000000000133e+00 1.627670238798524793e-01 5.942267300638300748e-02 8.751482587085136766e-02 6.214341537900789497e-02 7.191111219008616828e-02 6.629635916928292017e-02 6.875087625670604774e-02 7.199417809458329154e-02 6.904881195729180299e-02
1.500000000000000000e+00 -3.623369502578323298e-02 1.838531166336716538e-01 1.433367215290361485e-01 8.654508644185202049e-02 8.563676836391835578e-02 7.877408054913653812e-02 9.270499332394267766e-02 8.760479435587945063e-02 8.609491564879738490e-02
1.600000000000000089e+00 3.013548003552089793e-02 1.018608702521368314e-01 1.030514008827734390e-01 8.938727662640885696e-02 9.261172858082331039e-02 9.825090226893204437e-02 1.052887579981104244e-01 1.037307207976978091e-01 1.005854668001807395e-01
1.700000000000000178e+00 1.148531272413070292e-01 9.594835871290358087e-02 7.914035106528520547e-02 8.341740112204720781e-02 1.243282464246241587e-01 1.141062776572807080e-01 1.145007796540235684e-01 1.175120304623148010e-01 1.183160162894813100e-01
1.800000000000000044e+00 6.423492353981170855e-02 2.137783234814389366e-01 1.603314719178657866e-01 1.482173048534934645e-01 1.366215466638416032e-01 1.285434832640746372e-01 1.283286700418078408e-01 1.312728276847130726e-01 1.316323311548618924e-01
1.900000000000000133e+00 1.268638174668174634e-01 8.883782655365636549e-02 1.980317602369889851e-01 1.466317216243177013e-01 1.455710567963011404e-01 1.484315733852953345e-01 1.452822086443049943e-01 1.442017399253198440e-01 1.459957457493928079e-01
2.000000000000000000e+00 -3.120507782823078724e-02 1.589641155635893865e-01 1.424187654143596327e-01 1.717540404780318053e-01 1.667507251709372529e-01 1.562024630076579712e-01 1.566472084167088441e-01 1.588111679349576977e-01 1.616444922984056065e-01
2.100000000000000089e+00 3.000233462608434820e-01 1.389922506244435918e-01 1.320238549146058593e-01 1.545192859920151429e-01 1.900135884845930434e-01 1.783316065179277321e-01 1.758292344829743559e-01 1.721721562247082449e-01 1.713231307203072484e-01
2.200000000000000178e+00 3.457604385104692257e-01 2.265390687823450322e-01 2.011430418797182096e-01 1.541593621023173433e-01 1.750200066301521862e-01 1.887535904299059153e-01 1.774845747920646699e-01 1.838861473268895985e-01 1.845972637392349625e-01
2.300000000000000266e+00 1.768983499159804962e-01 1.470062208244867219e-01 2.113856461378983143e-01 1.812118600668776447e-01 1.889288390998488942e-01 1.860036215499613899e-01 1.973562873979246846e-01 1.932833088578969905e-01 1.925389819954899939e-01
2.400000000000000355e+00 2.224366395724040602e-01 1.712477966076160485e-01 1.868902977944720545e-01 1.773315199419225330e-01 1.905483192747744470e-01 1.971666586200643834e-01 2.010493236463583300e-01 2.007220829896028402e-01 1.990350131682026569e-01
2.500000000000000000e+00 2.661605492004086582e-01 1.620420099171849537e-01 1.980263746743203268e-01 2.176650147975392746e-01 2.019133387488715459e-01 2.170867179345227216e-01 2.030996592710778981e-01 2.069842325310581876e-01 2.065647515138028245e-01
2.600000000000000089e+00 2.772391532106814327e-01 1.961189037464086127e-01 1.449681306557991656e-01 1.963021811871774602e-01 2.029456163295476345e-01 2.039194201824044705e-01 2.066470658457943699e-01 2.091764402176097271e-01 2.076485757628933337e-01
2.700000000000000178e+00 3.451070356435115283e-01 2.511967295999364969e-01 2.153485858919666207e-01 2.387379998720970953e-01 2.096306448469372752e-01 2.115903732335539522e-01 2.080725652519794799e-01 2.122123500576591493e-01 2.090239308252364037e-01
2.800000000000000266e+00 1.843343878536376490e-01 1.228816434477168901e-01 1.757256226383957232e-01 2.197559564842546109e-01 2.130113140301082009e-01 1.971448123367939842e-01 2.082732409085774616e-01 2.112173034189386012e-01 2.069938085919119097e-01
2.900000000000000355e+00 2.609270494186644029e-02 2.483634662984544050e-01 2.054362782143060451e-01 2.200901311652125880e-01 2.062449702561756915e-01 2.158070203340247406e-01 2.048851926705632098e-01 2.065985218917844313e-01 2.023742557652678520e-01
3.000000000000000000e+00 2.507973234780860317e-01 2.869912596966847640e-01 1.728568165382952937e-01 1.582219476793604584e-01 1.865708676014364853e-01 1.894531603661653296e-01 1.941084883586333132e-01 1.940418488358718607e-01 1.964378407725991538e-01
3.100000000000000089e+00 9.056925950343208687e-02 2.155487302578188435e-01 1.920054124320293432e-01 1.454465617142818856e-01 1.775582046504660949e-01 1.855067078669445646e-01 1.862331747370832569e-01 1.834164993769077379e-01 1.874460668542595465e-01
3.200000000000000178e+00 2.929902043609295959e-01 4.873141015997306535e-02 1.437518625549725482e-01 1.889047823160666939e-01 1.819086290674786777e-01 1.745160628781012579e-01 1.714035811509061757e-01 1.724497275219883108e-01 1.710624532809113807e-01
3.300000000000000266e+00 1.104512813578151925e-01 9.219792127481812871e-02 1.503044725859086495e-01 1.449308817876753253e-01 1.758197352942738045e-01 1.611872902786087303e-01 1.543891563157992752e-01 1.581976709594626607e-01 1.542824404732386911e-01
3.400000000000000355e+00 1.096310303505620004e-01 1.741064351691156975e-01 1.471306109883381008e-01 1.208300798665333381e-01 1.367459661827062356e-01 1.380762475246668231e-01 1.400444950357359886e-01 1.361121596126975974e-01 1.370207814149563275e-01
3.500000000000000000e+00 1.804203986699796647e-01 1.922263587342182556e-01 9.368886374082462110e-02 1.170125492003094847e-01 1.071221542652802394e-01 1.241040022506439688e-01 1.156524643005177461e-01 1.120336214458342583e-01 1.150010276071791182e-01
3.600000000000000089e+00 7.212807902281249961e-02 1.634874245067670095e-01 8.120936002739603810e-02 8.589521908753870727e-02 9.181943497171732305e-02 8.503742546330674001e-02 8.956672790522977878e-02 8.798491831918604789e-02 9.082361816622075423e-02
3.700000000000000178e+00 -1.091488100293173114e-01 4.086739975842330896e-02 8.680049198838225843e-03 7.814049635810002559e-02 6.588965553733779068e-02 6.739048010465359395e-02 6.216668586653522482e-02 6.025798354323921163e-02 6.064947362384953689e-02
3.800000000000000266e+00 5.576276707494580431e-02 1.059382949612841518e-01 1.410554975106611403e-02 4.395026404510278539e-02 3.570350208164296824e-02 1.975298106940619192e-02 2.861152484758519923e-02 2.834646627109465439e-02 3.141544049150035711e-02
3.900000000000000355e+00 -4.389679668466062168e-02 -7.521200601484821779e-02 -4.545295945314010294e-02 1.284005490823116220e-02 1.392416347262108445e-02 -2.902111356332530943e-03 -7.917308693296303684e-03 -2.478623930161754155e-03 -5.552417868306947207e-04
4.000000000000000000e+00 7.930464873525583380e-03 -3.105616326008218964e-03 -5.719164721544302277e-02 -4.340449307450191391e-02 -4.911302160074377393e-02 -4.519022308097101620e-02 -4.122823153295332443e-02 -3.832480763070383878e-02 -4.095014372565337901e-02
4.100000000000000533e+00 1.598609777916185082e-02 -7.596610537594399026e-02 -7.833015272045679156e-02 -7.667119218758643162e-02 -7.491207526392115734e-02 -8.189814569474951345e-02 -8.138225917077489269e-02 -7.712732070749757363e-02 -7.437570833222191535e-02
4.200000000000000178e+00 -7.260445733825282577e-02 -1.729506327709265934e-01 -1.673073861260378492e-01 -1.149926978843525543e-01 -1.230603486983533473e-01 -1.118147052307827960e-01 -1.151151783446903026e-01 -1.144657721062303929e-01 -1.147028873351836065e-01
4.299999999999999822e+00 -1.997776705928673568e-01 -1.910795613821228423e-01 -1.403084761888253040e-01 -1.697551745187463046e-01 -1.621326717898824155e-01 -1.513477531223720307e-01 -1.542252645082014817e-01 -1.577858102603590662e-01 -1.564390908507175548e-01
